ID;Año;Región;País;Edad;Profesión;Ingresos_Anuales_USD;Clase_Social;Tiene_Familia;Tamaño_Familia;Tipo_Inversión;Monto_Invertido_USD;Frecuencia_Inversión;Riesgo_Inversión;Motivo_Inversión
226;2024;Norteamérica;Estados Unidos;54;Diseñador;290401;Alta;Sí;7;Inmobiliario;61226;Mensual;Alto;Retiro
227;2022;América Latina;México;32;Ingeniero;42426;Media;No;0;Fondos Mutuos;11692;Mensual;Alto;Retiro
228;2022;Norteamérica;Canadá;24;Empresario;189009;Alta;Sí;8;Fondos Mutuos;13803;Anual;Medio;Retiro
229;2023;América Latina;Chile;42;Diseñador;348619;Alta;Sí;1;Bonos;92936;Mensual;Medio;Retiro
230;2024;Norteamérica;Canadá;49;Estudiante;336464;Alta;Sí;5;Inmobiliario;96775;Anual;Alto;Ganancia Rápida
231;2024;Norteamérica;Canadá;40;Programador;222042;Alta;Sí;8;Inmobiliario;48437;Mensual;Bajo;Ahorro
232;2023;América Latina;Argentina;49;Empresario;156838;Alta;Sí;6;Acciones;23166;Mensual;Alto;Ahorro
233;2023;Norteamérica;Canadá;38;Médico;251255;Alta;Sí;7;Bonos;45934;Semestral;Medio;Ahorro
234;2023;América Latina;Colombia;20;Abogado;26821;Baja;Sí;1;Criptomonedas;12795;Semestral;Bajo;Ganancia Rápida
235;2023;Europa;Alemania;58;Programador;55673;Media;Sí;1;Acciones;12151;Anual;Bajo;Retiro
236;2024;Europa;Reino Unido;33;Médico;164533;Alta;No;0;Criptomonedas;27839;Semestral;Alto;Retiro
237;2023;Europa;Francia;40;Profesor;460108;Alta;Sí;2;Inmobiliario;1185;Semestral;Medio;Retiro
238;2023;Norteamérica;Estados Unidos;39;Ingeniero;197856;Alta;No;0;Bonos;84605;Anual;Alto;Ganancia Rápida
239;2024;América Latina;Argentina;42;Diseñador;224976;Alta;Sí;4;Criptomonedas;60632;Semestral;Medio;Ganancia Rápida
240;2024;Norteamérica;Canadá;47;Profesor;366214;Alta;Sí;6;Bonos;2424;Semestral;Medio;Ahorro
241;2023;Europa;Reino Unido;30;Ingeniero;149708;Alta;No;0;Inmobiliario;11463;Mensual;Alto;Retiro
242;2024;Norteamérica;Estados Unidos;49;Arquitecto;31845;Media;Sí;2;Bonos;1021;Anual;Bajo;Retiro
243;2022;Europa;Italia;33;Diseñador;101509;Alta;Sí;6;Fondos Mutuos;40173;Mensual;Bajo;Diversificación
244;2022;Norteamérica;Estados Unidos;18;Médico;180592;Alta;No;0;Fondos Mutuos;53424;Anual;Alto;Retiro
245;2022;Europa;Francia;56;Médico;370921;Alta;Sí;8;Fondos Mutuos;10976;Semestral;Medio;Ganancia Rápida
246;2023;América Latina;Brasil;33;Estudiante;144438;Alta;Sí;4;Inmobiliario;64978;Semestral;Medio;Diversificación
247;2023;América Latina;Colombia;23;Arquitecto;389094;Alta;No;0;Fondos Mutuos;80565;Semestral;Alto;Ahorro
248;2022;América Latina;Chile;58;Arquitecto;108134;Alta;Sí;6;Acciones;32772;Semestral;Medio;Ahorro
249;2024;Europa;Alemania;37;Abogado;254632;Alta;Sí;5;Inmobiliario;34344;Anual;Alto;Ganancia Rápida
250;2022;América Latina;Colombia;39;Empresario;324736;Alta;Sí;1;Fondos Mutuos;13214;Semestral;Medio;Ganancia Rápida
251;2023;Europa;Francia;50;Arquitecto;355520;Alta;No;0;Bonos;91206;Semestral;Alto;Diversificación
252;2024;América Latina;Argentina;34;Abogado;256709;Alta;No;0;Acciones;52444;Anual;Alto;Diversificación
253;2024;Europa;Francia;49;Médico;97013;Media;Sí;4;Inmobiliario;30018;Anual;Bajo;Retiro
254;2023;Norteamérica;Canadá;31;Programador;424472;Alta;Sí;3;Bonos;37846;Anual;Bajo;Ganancia Rápida
255;2022;Europa;Francia;27;Programador;257783;Alta;No;0;Fondos Mutuos;73776;Semestral;Medio;Retiro
256;2022;Europa;Francia;20;Diseñador;257866;Alta;Sí;2;Bonos;12236;Anual;Medio;Ganancia Rápida
257;2022;América Latina;Colombia;62;Profesor;453051;Alta;Sí;5;Criptomonedas;34650;Semestral;Medio;Diversificación
258;2023;Europa;Alemania;53;Contador;208016;Alta;No;0;Bonos;37190;Semestral;Alto;Retiro
259;2022;Norteamérica;Canadá;37;Médico;444746;Alta;Sí;5;Fondos Mutuos;84341;Anual;Alto;Diversificación
260;2023;Norteamérica;Estados Unidos;33;Programador;61989;Media;Sí;2;Inmobiliario;7862;Anual;Alto;Diversificación
261;2024;América Latina;Colombia;34;Médico;300192;Alta;No;0;Inmobiliario;44861;Mensual;Alto;Ahorro
262;2023;Europa;Reino Unido;29;Contador;128163;Alta;Sí;1;Acciones;11788;Semestral;Alto;Diversificación
263;2023;Europa;Alemania;43;Profesor;247233;Alta;Sí;4;Fondos Mutuos;52987;Anual;Alto;Diversificación
264;2023;Europa;España;36;Programador;366628;Alta;Sí;6;Bonos;32481;Mensual;Medio;Ganancia Rápida
265;2022;América Latina;México;29;Ingeniero;162435;Alta;Sí;3;Inmobiliario;24492;Semestral;Alto;Diversificación
266;2023;Norteamérica;Canadá;45;Contador;209969;Alta;Sí;8;Criptomonedas;49199;Anual;Bajo;Ahorro
267;2022;Norteamérica;Estados Unidos;50;Contador;314292;Alta;Sí;5;Acciones;28576;Anual;Alto;Retiro
268;2024;América Latina;Chile;23;Estudiante;342529;Alta;No;0;Bonos;79769;Anual;Alto;Retiro
269;2024;América Latina;Argentina;25;Programador;263244;Alta;No;0;Criptomonedas;13328;Semestral;Bajo;Ganancia Rápida
270;2023;Norteamérica;Canadá;43;Profesor;181113;Alta;No;0;Inmobiliario;26369;Semestral;Medio;Ahorro
271;2023;América Latina;Chile;29;Contador;332138;Alta;Sí;1;Criptomonedas;71780;Anual;Medio;Ganancia Rápida
272;2022;Norteamérica;Estados Unidos;33;Contador;80125;Media;No;0;Fondos Mutuos;17516;Mensual;Alto;Ahorro
273;2022;Norteamérica;Canadá;34;Arquitecto;406172;Alta;Sí;6;Bonos;34316;Semestral;Medio;Retiro
274;2023;Norteamérica;Estados Unidos;39;Programador;335444;Alta;Sí;6;Fondos Mutuos;82384;Mensual;Medio;Ganancia Rápida
275;2022;América Latina;Brasil;33;Arquitecto;402253;Alta;Sí;6;Inmobiliario;83990;Semestral;Alto;Ahorro
276;2023;América Latina;Colombia;53;Arquitecto;289475;Alta;Sí;1;Fondos Mutuos;57443;Semestral;Alto;Ganancia Rápida
277;2022;América Latina;Colombia;28;Arquitecto;109619;Alta;Sí;7;Criptomonedas;52400;Mensual;Medio;Ganancia Rápida
278;2022;Europa;Alemania;41;Empresario;328282;Alta;Sí;8;Bonos;70572;Anual;Alto;Retiro
279;2023;Europa;Reino Unido;32;Contador;349493;Alta;No;0;Criptomonedas;81707;Mensual;Alto;Retiro
280;2024;Europa;España;40;Profesor;372757;Alta;No;0;Fondos Mutuos;58809;Mensual;Medio;Ganancia Rápida
281;2022;América Latina;Argentina;38;Profesor;448166;Alta;No;0;Criptomonedas;82836;Anual;Medio;Retiro
282;2023;Norteamérica;Estados Unidos;40;Diseñador;48820;Media;No;0;Bonos;2790;Mensual;Medio;Retiro
283;2023;Europa;Francia;28;Estudiante;210948;Alta;Sí;7;Fondos Mutuos;49632;Anual;Bajo;Retiro
284;2022;Europa;Francia;40;Médico;495484;Alta;No;0;Criptomonedas;24585;Mensual;Bajo;Ganancia Rápida
285;2023;América Latina;Brasil;33;Contador;161992;Alta;No;0;Fondos Mutuos;920;Semestral;Bajo;Ganancia Rápida
286;2022;Europa;Reino Unido;30;Diseñador;481778;Alta;Sí;8;Acciones;60774;Semestral;Bajo;Ganancia Rápida
287;2022;Norteamérica;Canadá;41;Empresario;46311;Media;Sí;4;Fondos Mutuos;13008;Mensual;Medio;Ahorro
288;2023;Norteamérica;Estados Unidos;18;Ingeniero;473053;Alta;No;0;Acciones;81104;Mensual;Medio;Ganancia Rápida
289;2022;América Latina;México;47;Abogado;235623;Alta;Sí;1;Inmobiliario;60681;Mensual;Bajo;Diversificación
290;2023;Norteamérica;Estados Unidos;50;Médico;399849;Alta;Sí;5;Acciones;9656;Mensual;Alto;Ahorro
291;2023;Norteamérica;Estados Unidos;51;Arquitecto;346741;Alta;Sí;7;Criptomonedas;67719;Anual;Bajo;Diversificación
292;2023;Europa;Reino Unido;36;Arquitecto;432754;Alta;Sí;3;Acciones;5255;Semestral;Bajo;Diversificación
293;2022;América Latina;Brasil;42;Médico;11299;Baja;No;0;Fondos Mutuos;3360;Mensual;Alto;Ahorro
294;2023;Europa;Reino Unido;36;Abogado;250790;Alta;Sí;2;Acciones;50382;Semestral;Bajo;Diversificación
295;2023;Europa;Francia;29;Estudiante;431543;Alta;No;0;Acciones;45929;Anual;Bajo;Ahorro
296;2023;Norteamérica;Canadá;19;Empresario;140945;Alta;Sí;1;Bonos;31209;Anual;Bajo;Retiro
297;2022;América Latina;México;40;Ingeniero;93493;Media;No;0;Criptomonedas;14987;Anual;Bajo;Diversificación
298;2022;Europa;Italia;46;Ingeniero;177630;Alta;Sí;2;Bonos;5294;Anual;Medio;Retiro
299;2024;Norteamérica;Estados Unidos;40;Médico;34688;Media;Sí;8;Inmobiliario;6488;Mensual;Bajo;Ganancia Rápida
300;2024;Norteamérica;Estados Unidos;50;Programador;226831;Alta;Sí;6;Inmobiliario;62137;Mensual;Bajo;Ahorro
301;2023;América Latina;Brasil;24;Contador;368206;Alta;Sí;5;Criptomonedas;76619;Semestral;Bajo;Ahorro
302;2022;América Latina;Brasil;33;Arquitecto;388661;Alta;Sí;5;Inmobiliario;27335;Anual;Alto;Ganancia Rápida
303;2022;Norteamérica;Canadá;18;Estudiante;211622;Alta;No;0;Acciones;15038;Semestral;Medio;Ganancia Rápida
304;2024;América Latina;Chile;46;Ingeniero;92812;Media;Sí;2;Fondos Mutuos;26300;Anual;Bajo;Ganancia Rápida
305;2023;Norteamérica;Estados Unidos;47;Profesor;212262;Alta;No;0;Inmobiliario;66813;Mensual;Bajo;Ahorro
306;2023;América Latina;Colombia;66;Programador;205868;Alta;Sí;4;Acciones;96842;Semestral;Alto;Ahorro
307;2023;Europa;Francia;23;Ingeniero;426556;Alta;No;0;Acciones;37704;Mensual;Alto;Ganancia Rápida
308;2023;Europa;Italia;48;Contador;401959;Alta;Sí;4;Criptomonedas;46088;Mensual;Bajo;Retiro
309;2024;Europa;Francia;35;Programador;199204;Alta;Sí;1;Inmobiliario;73744;Semestral;Medio;Diversificación
310;2022;América Latina;Colombia;31;Arquitecto;32196;Media;Sí;3;Acciones;6519;Semestral;Bajo;Ahorro
311;2024;Europa;Francia;35;Ingeniero;385806;Alta;Sí;4;Inmobiliario;4865;Mensual;Bajo;Retiro
312;2023;Norteamérica;Estados Unidos;25;Profesor;266741;Alta;Sí;6;Criptomonedas;97805;Mensual;Medio;Ganancia Rápida
313;2022;América Latina;México;39;Abogado;496859;Alta;Sí;4;Criptomonedas;7177;Mensual;Medio;Ganancia Rápida
314;2023;América Latina;México;21;Estudiante;82748;Media;No;0;Bonos;11919;Mensual;Alto;Retiro
315;2023;Europa;Francia;48;Ingeniero;354421;Alta;No;0;Fondos Mutuos;48508;Anual;Medio;Ahorro
316;2022;Europa;España;49;Empresario;471089;Alta;Sí;6;Fondos Mutuos;4576;Anual;Alto;Retiro
317;2024;Europa;Alemania;36;Diseñador;216140;Alta;Sí;5;Bonos;3090;Semestral;Bajo;Retiro
318;2022;América Latina;Argentina;64;Programador;495709;Alta;Sí;8;Fondos Mutuos;78950;Semestral;Medio;Retiro
319;2024;Norteamérica;Estados Unidos;38;Empresario;92781;Media;No;0;Bonos;15082;Mensual;Bajo;Ahorro
320;2022;Europa;Alemania;42;Contador;63028;Media;Sí;3;Bonos;27437;Semestral;Bajo;Retiro
321;2024;Europa;Alemania;47;Diseñador;189001;Alta;Sí;4;Inmobiliario;61444;Anual;Alto;Ahorro
322;2022;Norteamérica;Estados Unidos;30;Empresario;378128;Alta;No;0;Criptomonedas;53324;Mensual;Bajo;Ahorro
323;2023;Norteamérica;Canadá;31;Ingeniero;375664;Alta;Sí;2;Inmobiliario;97308;Semestral;Bajo;Ahorro
324;2022;Norteamérica;Canadá;35;Programador;474004;Alta;Sí;6;Fondos Mutuos;28812;Semestral;Alto;Retiro
325;2023;Norteamérica;Estados Unidos;21;Programador;14776;Baja;No;0;Bonos;2518;Semestral;Medio;Ahorro
326;2022;América Latina;Argentina;42;Diseñador;436021;Alta;Sí;7;Fondos Mutuos;11061;Semestral;Alto;Ganancia Rápida
327;2023;América Latina;Brasil;47;Profesor;109984;Alta;Sí;4;Criptomonedas;17188;Semestral;Alto;Diversificación
328;2022;Norteamérica;Estados Unidos;40;Contador;286716;Alta;Sí;8;Inmobiliario;89234;Mensual;Bajo;Retiro
329;2024;Norteamérica;Canadá;48;Abogado;316884;Alta;Sí;7;Acciones;74623;Anual;Medio;Retiro
330;2022;Europa;España;30;Médico;460781;Alta;No;0;Acciones;75898;Mensual;Medio;Retiro
331;2022;Europa;España;36;Médico;286464;Alta;No;0;Fondos Mutuos;10805;Semestral;Bajo;Diversificación
332;2023;América Latina;Argentina;44;Profesor;103083;Alta;Sí;4;Inmobiliario;2660;Mensual;Medio;Diversificación
333;2024;América Latina;México;30;Programador;89250;Media;Sí;8;Criptomonedas;14893;Mensual;Bajo;Ganancia Rápida
334;2023;América Latina;México;56;Estudiante;440130;Alta;Sí;5;Acciones;77901;Mensual;Alto;Ahorro
335;2024;Europa;España;58;Médico;179720;Alta;Sí;3;Inmobiliario;13849;Semestral;Alto;Diversificación
336;2023;América Latina;Brasil;42;Estudiante;156642;Alta;Sí;7;Fondos Mutuos;25344;Semestral;Alto;Ganancia Rápida
337;2022;América Latina;Colombia;37;Diseñador;33924;Media;Sí;7;Criptomonedas;810;Semestral;Alto;Retiro
338;2022;Europa;Francia;35;Abogado;59414;Media;No;0;Bonos;4348;Semestral;Medio;Ahorro
339;2023;Europa;Francia;39;Estudiante;130737;Alta;No;0;Criptomonedas;48938;Anual;Medio;Ahorro
340;2024;Europa;Italia;35;Estudiante;283826;Alta;Sí;6;Inmobiliario;51991;Mensual;Medio;Retiro
341;2022;Europa;España;43;Diseñador;83235;Media;No;0;Fondos Mutuos;4213;Semestral;Alto;Retiro
342;2022;Norteamérica;Estados Unidos;32;Arquitecto;295920;Alta;No;0;Criptomonedas;34409;Semestral;Bajo;Diversificación
343;2024;Norteamérica;Canadá;27;Programador;58400;Media;Sí;1;Criptomonedas;4984;Anual;Medio;Retiro
344;2022;Europa;Francia;18;Estudiante;381552;Alta;No;0;Fondos Mutuos;1328;Semestral;Alto;Ganancia Rápida
345;2022;América Latina;Brasil;47;Ingeniero;87683;Media;Sí;2;Fondos Mutuos;19295;Anual;Medio;Retiro
346;2023;Europa;Alemania;43;Médico;90950;Media;Sí;7;Bonos;5351;Semestral;Medio;Diversificación
347;2023;Norteamérica;Estados Unidos;29;Abogado;122023;Alta;No;0;Acciones;17558;Semestral;Medio;Ganancia Rápida
348;2023;América Latina;Brasil;18;Programador;127451;Alta;Sí;4;Bonos;25251;Semestral;Alto;Diversificación
349;2024;América Latina;Colombia;43;Empresario;165387;Alta;Sí;3;Fondos Mutuos;23047;Semestral;Medio;Retiro
350;2023;América Latina;México;34;Profesor;294397;Alta;Sí;4;Criptomonedas;563;Mensual;Alto;Diversificación
351;2023;América Latina;Chile;59;Abogado;237617;Alta;Sí;3;Criptomonedas;5738;Semestral;Alto;Ganancia Rápida
352;2024;Europa;Reino Unido;35;Arquitecto;87369;Media;No;0;Acciones;41438;Semestral;Medio;Ahorro
353;2022;Norteamérica;Canadá;40;Profesor;205138;Alta;Sí;3;Criptomonedas;77822;Semestral;Alto;Ahorro
354;2024;Europa;Francia;39;Estudiante;330324;Alta;Sí;8;Fondos Mutuos;53693;Mensual;Alto;Ahorro
355;2023;América Latina;Argentina;37;Médico;283244;Alta;No;0;Criptomonedas;6662;Semestral;Medio;Diversificación
356;2024;América Latina;Colombia;48;Arquitecto;401966;Alta;Sí;1;Fondos Mutuos;98112;Mensual;Medio;Retiro
357;2023;Europa;Francia;32;Programador;115185;Alta;Sí;5;Fondos Mutuos;50088;Semestral;Alto;Ganancia Rápida
358;2023;Norteamérica;Canadá;34;Estudiante;292849;Alta;No;0;Inmobiliario;33009;Semestral;Alto;Diversificación
359;2023;América Latina;Argentina;29;Estudiante;143300;Alta;No;0;Fondos Mutuos;31406;Mensual;Medio;Ahorro
360;2023;Europa;España;41;Diseñador;44917;Media;No;0;Bonos;20344;Anual;Alto;Diversificación
361;2022;América Latina;Argentina;33;Arquitecto;111670;Alta;Sí;1;Acciones;31475;Anual;Medio;Ahorro
362;2024;América Latina;Chile;30;Estudiante;44904;Media;Sí;2;Fondos Mutuos;12188;Mensual;Bajo;Diversificación
363;2022;Norteamérica;Canadá;53;Profesor;101543;Alta;Sí;2;Fondos Mutuos;32853;Anual;Bajo;Ahorro
364;2024;Norteamérica;Estados Unidos;40;Abogado;31685;Media;No;0;Inmobiliario;11712;Anual;Bajo;Ganancia Rápida
365;2024;América Latina;Colombia;51;Empresario;87188;Media;No;0;Fondos Mutuos;5491;Mensual;Bajo;Ahorro
366;2023;Europa;Alemania;39;Ingeniero;70792;Media;Sí;1;Acciones;30781;Mensual;Bajo;Diversificación
367;2024;Norteamérica;Estados Unidos;31;Abogado;418501;Alta;Sí;8;Fondos Mutuos;33164;Mensual;Medio;Retiro
368;2023;América Latina;México;36;Profesor;170137;Alta;Sí;6;Acciones;57173;Mensual;Bajo;Ahorro
369;2023;Europa;España;38;Programador;166058;Alta;No;0;Acciones;59030;Anual;Bajo;Ahorro
370;2022;Norteamérica;Canadá;26;Abogado;255821;Alta;Sí;4;Acciones;19631;Anual;Medio;Ganancia Rápida
371;2024;Norteamérica;Estados Unidos;40;Empresario;276618;Alta;Sí;4;Inmobiliario;10814;Mensual;Alto;Ahorro
372;2023;Norteamérica;Estados Unidos;34;Empresario;451871;Alta;No;0;Inmobiliario;73505;Anual;Alto;Retiro
373;2022;América Latina;México;29;Profesor;271142;Alta;No;0;Inmobiliario;47993;Semestral;Medio;Ahorro
374;2023;Norteamérica;Canadá;38;Empresario;439255;Alta;Sí;2;Bonos;60746;Anual;Alto;Diversificación
375;2022;Europa;Italia;33;Diseñador;371861;Alta;Sí;2;Acciones;78086;Mensual;Alto;Diversificación
376;2024;Europa;Alemania;22;Empresario;423415;Alta;Sí;6;Inmobiliario;14361;Semestral;Alto;Ahorro
377;2022;Europa;Alemania;51;Contador;288546;Alta;Sí;1;Acciones;22973;Mensual;Bajo;Retiro
378;2023;Norteamérica;Estados Unidos;31;Contador;227783;Alta;Sí;4;Criptomonedas;51625;Semestral;Medio;Diversificación
379;2022;Norteamérica;Canadá;63;Profesor;56385;Media;Sí;1;Fondos Mutuos;8579;Semestral;Bajo;Ahorro
380;2023;Europa;España;35;Abogado;414880;Alta;No;0;Inmobiliario;3574;Mensual;Alto;Retiro
381;2023;América Latina;Colombia;33;Programador;108545;Alta;Sí;2;Criptomonedas;7945;Semestral;Bajo;Ahorro
382;2023;Norteamérica;Estados Unidos;55;Abogado;342140;Alta;Sí;7;Inmobiliario;8354;Mensual;Alto;Ahorro
383;2022;América Latina;Brasil;26;Diseñador;372971;Alta;Sí;7;Inmobiliario;44167;Semestral;Medio;Ahorro
384;2023;Norteamérica;Estados Unidos;25;Arquitecto;226310;Alta;Sí;1;Inmobiliario;84528;Anual;Bajo;Diversificación
385;2024;Norteamérica;Estados Unidos;43;Empresario;324713;Alta;No;0;Bonos;94330;Anual;Medio;Ahorro
386;2023;Europa;Reino Unido;47;Arquitecto;27900;Baja;Sí;8;Bonos;1882;Mensual;Alto;Diversificación
387;2023;Europa;España;45;Contador;33889;Media;No;0;Fondos Mutuos;11780;Mensual;Medio;Retiro
388;2024;América Latina;México;46;Ingeniero;225882;Alta;Sí;3;Criptomonedas;98840;Mensual;Medio;Diversificación
389;2023;Norteamérica;Canadá;34;Estudiante;269687;Alta;Sí;7;Acciones;70192;Mensual;Medio;Retiro
390;2022;Europa;Alemania;37;Programador;490556;Alta;No;0;Criptomonedas;48765;Mensual;Alto;Ganancia Rápida
391;2023;Europa;Alemania;44;Programador;64765;Media;Sí;4;Acciones;9925;Semestral;Alto;Ganancia Rápida
392;2024;Norteamérica;Estados Unidos;18;Médico;467915;Alta;Sí;6;Bonos;66827;Mensual;Bajo;Ahorro
393;2023;América Latina;Brasil;32;Ingeniero;353861;Alta;Sí;3;Inmobiliario;6533;Semestral;Medio;Retiro
394;2023;Norteamérica;Canadá;51;Ingeniero;288570;Alta;Sí;4;Criptomonedas;7454;Anual;Bajo;Diversificación
395;2022;Europa;Reino Unido;25;Empresario;399995;Alta;Sí;8;Acciones;95309;Mensual;Bajo;Ganancia Rápida
396;2022;Norteamérica;Canadá;43;Empresario;470674;Alta;Sí;3;Fondos Mutuos;18339;Mensual;Medio;Ahorro
397;2022;América Latina;Argentina;43;Programador;408802;Alta;No;0;Acciones;69172;Anual;Alto;Ahorro
398;2024;Norteamérica;Canadá;46;Contador;32045;Media;Sí;1;Criptomonedas;1672;Mensual;Alto;Retiro
399;2022;América Latina;Colombia;35;Médico;432007;Alta;Sí;4;Acciones;68252;Semestral;Alto;Ganancia Rápida
400;2024;Europa;Francia;50;Profesor;428201;Alta;Sí;3;Bonos;89083;Mensual;Bajo;Diversificación
401;2024;Norteamérica;Canadá;64;Profesor;175238;Alta;Sí;4;Criptomonedas;61840;Mensual;Alto;Ganancia Rápida
402;2023;América Latina;Argentina;47;Empresario;41828;Media;Sí;4;Fondos Mutuos;2463;Anual;Medio;Retiro
403;2023;América Latina;Chile;50;Profesor;360423;Alta;Sí;4;Bonos;1157;Mensual;Medio;Ganancia Rápida
404;2022;Europa;Italia;45;Diseñador;76782;Media;Sí;7;Inmobiliario;8782;Semestral;Medio;Retiro
405;2023;Europa;España;31;Programador;11209;Baja;No;0;Criptomonedas;3527;Semestral;Medio;Diversificación
406;2024;América Latina;México;47;Estudiante;93200;Media;Sí;3;Bonos;1887;Semestral;Alto;Ganancia Rápida
407;2022;América Latina;Brasil;39;Contador;340842;Alta;Sí;5;Acciones;39520;Semestral;Alto;Retiro
408;2022;América Latina;Argentina;59;Estudiante;172857;Alta;Sí;6;Fondos Mutuos;75223;Anual;Medio;Retiro
409;2022;Norteamérica;Estados Unidos;42;Estudiante;130057;Alta;Sí;7;Bonos;61696;Mensual;Medio;Diversificación
410;2023;Europa;Alemania;31;Arquitecto;212790;Alta;Sí;6;Inmobiliario;1978;Semestral;Medio;Ahorro
411;2023;América Latina;Argentina;40;Profesor;191781;Alta;Sí;5;Bonos;45941;Mensual;Alto;Ahorro
412;2022;Norteamérica;Estados Unidos;35;Empresario;296908;Alta;No;0;Bonos;77047;Anual;Bajo;Retiro
413;2023;América Latina;Brasil;39;Estudiante;210072;Alta;Sí;6;Bonos;48639;Anual;Bajo;Retiro
414;2024;Norteamérica;Canadá;37;Empresario;295886;Alta;No;0;Acciones;68302;Mensual;Bajo;Ahorro
415;2024;Norteamérica;Estados Unidos;23;Médico;58797;Media;Sí;4;Criptomonedas;18428;Anual;Alto;Ganancia Rápida
416;2022;América Latina;Brasil;29;Empresario;385593;Alta;Sí;3;Bonos;25548;Mensual;Bajo;Diversificación
417;2022;Europa;Francia;62;Estudiante;242370;Alta;Sí;1;Bonos;25337;Mensual;Alto;Ahorro
418;2022;Norteamérica;Estados Unidos;43;Ingeniero;84291;Media;Sí;3;Criptomonedas;28717;Mensual;Medio;Diversificación
419;2022;Europa;España;33;Ingeniero;152717;Alta;Sí;6;Inmobiliario;51948;Mensual;Alto;Retiro
420;2024;Norteamérica;Estados Unidos;32;Arquitecto;255030;Alta;Sí;4;Bonos;14572;Mensual;Bajo;Diversificación
421;2022;Europa;España;18;Estudiante;473809;Alta;Sí;3;Inmobiliario;30765;Semestral;Bajo;Ahorro
422;2022;Europa;Italia;49;Ingeniero;337072;Alta;Sí;6;Bonos;36570;Semestral;Alto;Retiro
423;2024;Europa;España;35;Profesor;97322;Media;No;0;Criptomonedas;30126;Semestral;Medio;Diversificación
424;2022;Europa;Francia;43;Diseñador;53088;Media;Sí;2;Inmobiliario;22930;Anual;Bajo;Ahorro
425;2022;Europa;España;44;Abogado;148248;Alta;Sí;8;Criptomonedas;65875;Semestral;Medio;Retiro
426;2023;Norteamérica;Canadá;33;Estudiante;263096;Alta;Sí;1;Inmobiliario;53069;Semestral;Bajo;Retiro
427;2022;Norteamérica;Estados Unidos;48;Estudiante;108610;Alta;Sí;1;Bonos;54001;Mensual;Alto;Ganancia Rápida
428;2024;Norteamérica;Canadá;36;Ingeniero;455451;Alta;Sí;2;Fondos Mutuos;20736;Anual;Alto;Ganancia Rápida
