Región;País;Rango de Edad;Profesión;Clase Social; Ingresos Anuales (USD) ;Invierte;Instrumento de Inversión
América Latina;Perú;18-25;Artista;Media; $ 56.665,01 ;Si;No invierte
América Latina;Chile;18-25;Docente;Alta; $ 426.011,48 ;Si;Bienes Raíces
América Latina;Colombia;46-55;Científico;Media; $ 62.326,38 ;Si;Oro
NorteAmérica;EE.UU.;56-65;Docente;Baja; $ 15.974,40 ;Si;No invierte
Europa;Países Bajos;46-55;Artista;Baja; $ 11.347,22 ;No;No invierte
NorteAmérica;EE.UU.;66+;Empresario;Baja; $ 8.379,62 ;Si;Fondos de inversiÃ³n
NorteAmérica;Canadá;36-45;Docente;Media; $ 48.620,97 ;Si;Oro
Europa;Italia;18-25;Abogado;Alta; $ 338.534,81 ;Si;Oro
Europa;Reino Unido;18-25;Docente;Media; $ 39.855,76 ;Si;Oro
Europa;Países Bajos;18-25;Funcionario;Baja; $ 15.029,41 ;Si;Bienes Raíces
Europa;Reino Unido;36-45;Artista;Alta; $ 497.500,91 ;Si;Bonos
América Latina;Perú;26-35;Empresario;Media; $ 54.356,29 ;Si;Bienes Raíces
América Latina;Colombia;18-25;Desarrollador;Media; $ 67.512,67 ;No;No invierte
Europa;Reino Unido;66+;Médico;Media; $ 51.253,18 ;Si;Bienes Raíces
América Latina;Brasil;66+;Empresario;Media; $ 43.979,34 ;Si;Fondos de inversiÃ³n
América Latina;Argentina;66+;Funcionario;Baja; $ 19.184,69 ;Si;Criptomonedas
América Latina;Argentina;66+;Contador;Baja; $ 12.575,63 ;No;No invierte
América Latina;Perú;66+;Ingeniero;Alta; $ 385.140,71 ;Si;Acciones
NorteAmérica;Canadá;36-45;Abogado;Baja; $ 10.908,14 ;Si;Acciones
América Latina;Brasil;56-65;Docente;Alta; $ 309.915,24 ;Si;Criptomonedas
América Latina;Chile;18-25;Contador;Media; $ 56.841,95 ;Si;Oro
América Latina;Chile;26-35;Artista;Media; $ 69.144,27 ;No;No invierte
América Latina;Argentina;26-35;Empresario;Baja; $ 9.341,98 ;Si;Criptomonedas
NorteAmérica;EE.UU.;18-25;Desarrollador;Media; $ 57.341,98 ;No;No invierte
NorteAmérica;EE.UU.;56-65;Ingeniero;Media; $ 61.486,58 ;Si;Fondos de inversiÃ³n
NorteAmérica;Canadá;66+;Desarrollador;Media; $ 43.177,88 ;No;No invierte
América Latina;Colombia;18-25;Docente;Baja; $ 10.168,02 ;Si;Oro
América Latina;Brasil;66+;Abogado;Baja; $ 16.164,45 ;No;No invierte
NorteAmérica;Canadá;36-45;Desarrollador;Baja; $ 15.663,16 ;Si;Bienes Raíces
NorteAmérica;EE.UU.;36-45;Desarrollador;Alta; $ 149.521,91 ;Si;Bonos
América Latina;Brasil;18-25;Desarrollador;Alta; $ 466.414,14 ;No;No invierte
América Latina;México;36-45;Ingeniero;Baja; $ 16.634,68 ;No;No invierte
NorteAmérica;EE.UU.;66+;Científico;Baja; $ 6.479,27 ;Si;Criptomonedas
NorteAmérica;EE.UU.;26-35;Médico;Media; $ 67.735,66 ;Si;Bienes Raíces
Europa;Alemania;66+;Docente;Media; $ 38.363,81 ;Si;Criptomonedas
Europa;España;66+;Contador;Alta; $ 344.395,82 ;No;No invierte
Europa;Países Bajos;66+;Empresario;Baja; $ 6.877,97 ;Si;Criptomonedas
Europa;Reino Unido;66+;Abogado;Baja; $ 9.898,53 ;No;No invierte
NorteAmérica;Canadá;46-55;Funcionario;Media; $ 52.778,65 ;No;No invierte
Europa;Alemania;36-45;Contador;Media; $ 62.222,11 ;Si;No invierte
América Latina;México;56-65;Contador;Media; $ 37.852,54 ;Si;Oro
NorteAmérica;Canadá;26-35;Funcionario;Media; $ 20.495,47 ;Si;Criptomonedas
Europa;Reino Unido;18-25;Empresario;Alta; $ 151.631,62 ;No;No invierte
NorteAmérica;EE.UU.;18-25;Funcionario;Alta; $ 343.049,76 ;Si;Oro
América Latina;Brasil;36-45;Ingeniero;Baja; $ 14.386,40 ;Si;Acciones
Europa;Italia;26-35;Abogado;Alta; $ 144.821,27 ;Si;Bienes Raíces
Europa;Reino Unido;56-65;Abogado;Baja; $ 9.901,45 ;Si;Bonos
América Latina;Argentina;46-55;Empresario;Media; $ 72.945,14 ;Si;Bonos
América Latina;Brasil;26-35;Ingeniero;Baja; $ 17.045,07 ;Si;Bienes Raíces
NorteAmérica;Canadá;56-65;Médico;Alta; $ 397.488,71 ;No;No invierte
Europa;Países Bajos;26-35;Contador;Baja; $ 18.215,01 ;Si;Oro
NorteAmérica;EE.UU.;56-65;Abogado;Media; $ 79.841,57 ;Si;Bonos
América Latina;México;18-25;Docente;Alta; $ 105.131,92 ;Si;Oro
Europa;España;46-55;Docente;Baja; $ 16.347,68 ;No;No invierte
NorteAmérica;EE.UU.;56-65;Abogado;Alta; $ 497.490,00 ;No;No invierte
NorteAmérica;EE.UU.;46-55;Contador;Media; $ 72.124,74 ;No;No invierte
NorteAmérica;EE.UU.;46-55;Docente;Baja; $ 12.795,35 ;No;No invierte
NorteAmérica;Canadá;26-35;Docente;Alta; $ 468.971,76 ;Si;Fondos de inversiÃ³n
NorteAmérica;Canadá;46-55;Contador;Alta; $ 319.089,80 ;Si;Oro
NorteAmérica;EE.UU.;26-35;Desarrollador;Alta; $ 274.225,07 ;No;No invierte
NorteAmérica;Canadá;66+;Docente;Alta; $ 422.069,89 ;No;No invierte
Europa;Reino Unido;66+;Abogado;Media; $ 33.102,68 ;Si;Criptomonedas
América Latina;Brasil;66+;Docente;Media; $ 71.589,62 ;Si;Bienes Raíces
Europa;Alemania;46-55;Docente;Baja; $ 13.652,86 ;Si;Fondos de inversiÃ³n
Europa;Francia;26-35;Desarrollador;Media; $ 37.073,40 ;No;No invierte
NorteAmérica;Canadá;46-55;Funcionario;Media; $ 78.915,02 ;No;No invierte
Europa;España;66+;Abogado;Alta; $ 121.435,28 ;Si;Acciones
América Latina;México;26-35;Contador;Media; $ 21.049,31 ;Si;No invierte
Europa;Países Bajos;56-65;Funcionario;Baja; $ 12.914,64 ;No;No invierte
NorteAmérica;EE.UU.;56-65;Desarrollador;Baja; $ 11.417,48 ;Si;Bonos
Europa;Alemania;46-55;Ingeniero;Media; $ 29.244,00 ;Si;Bienes Raíces
NorteAmérica;Canadá;26-35;Empresario;Baja; $ 18.444,14 ;Si;Bonos
América Latina;Chile;56-65;Funcionario;Media; $ 62.281,00 ;No;No invierte
América Latina;Argentina;46-55;Funcionario;Baja; $ 7.187,92 ;Si;Oro
Europa;Alemania;26-35;Empresario;Alta; $ 276.652,50 ;No;No invierte
Europa;Italia;36-45;Médico;Baja; $ 17.893,14 ;Si;Acciones
América Latina;México;46-55;Abogado;Media; $ 53.148,52 ;Si;Acciones
NorteAmérica;EE.UU.;66+;Abogado;Media; $ 50.926,47 ;Si;Criptomonedas
Europa;Países Bajos;26-35;Desarrollador;Baja; $ 8.000,12 ;Si;No invierte
Europa;España;26-35;Artista;Alta; $ 307.917,74 ;No;No invierte
Europa;Francia;18-25;Contador;Alta; $ 411.493,10 ;No;No invierte
América Latina;Argentina;46-55;Contador;Baja; $ 8.259,58 ;No;No invierte
Europa;Alemania;36-45;Desarrollador;Media; $ 42.064,57 ;Si;Oro
América Latina;Argentina;56-65;Contador;Media; $ 32.030,76 ;Si;Fondos de inversiÃ³n
NorteAmérica;Canadá;66+;Empresario;Alta; $ 474.880,46 ;No;No invierte
Europa;Países Bajos;26-35;Contador;Media; $ 62.312,82 ;No;No invierte
América Latina;Colombia;26-35;Abogado;Media; $ 69.465,37 ;No;No invierte
América Latina;Chile;46-55;Docente;Media; $ 73.709,17 ;Si;Fondos de inversiÃ³n
América Latina;Colombia;66+;Ingeniero;Alta; $ 105.511,72 ;Si;Bienes Raíces
Europa;Italia;66+;Abogado;Alta; $ 336.457,10 ;Si;Bonos
NorteAmérica;EE.UU.;46-55;Docente;Media; $ 79.491,49 ;No;No invierte
Europa;Italia;18-25;Abogado;Media; $ 22.472,64 ;No;No invierte
América Latina;Argentina;26-35;Artista;Alta; $ 429.019,12 ;No;No invierte
NorteAmérica;EE.UU.;56-65;Científico;Alta; $ 386.024,66 ;Si;Fondos de inversiÃ³n
América Latina;Colombia;66+;Científico;Media; $ 44.155,21 ;Si;Oro
NorteAmérica;EE.UU.;46-55;Artista;Alta; $ 284.267,62 ;Si;Acciones
América Latina;Brasil;36-45;Empresario;Media; $ 31.135,23 ;Si;Bonos
América Latina;México;18-25;Contador;Media; $ 75.522,64 ;Si;No invierte
América Latina;Perú;26-35;Contador;Media; $ 64.979,19 ;Si;No invierte
Europa;Francia;18-25;Docente;Media; $ 38.593,79 ;Si;Oro
NorteAmérica;Canadá;36-45;Científico;Alta; $ 238.672,80 ;No;No invierte
América Latina;Perú;36-45;Empresario;Baja; $ 6.540,83 ;No;No invierte
Europa;Alemania;36-45;Empresario;Media; $ 39.150,83 ;No;No invierte
Europa;Reino Unido;66+;Funcionario;Media; $ 35.466,44 ;Si;Acciones
Europa;Reino Unido;66+;Desarrollador;Baja; $ 13.309,41 ;Si;Bonos
Europa;Países Bajos;66+;Abogado;Baja; $ 14.756,26 ;Si;Bienes Raíces
América Latina;México;56-65;Abogado;Alta; $ 181.018,63 ;No;No invierte
NorteAmérica;EE.UU.;56-65;Científico;Baja; $ 12.893,78 ;Si;Bonos
NorteAmérica;Canadá;46-55;Científico;Media; $ 30.968,69 ;Si;Oro
NorteAmérica;Canadá;56-65;Contador;Media; $ 78.351,44 ;Si;Oro
Europa;Países Bajos;66+;Abogado;Alta; $ 234.496,82 ;No;No invierte
Europa;Francia;18-25;Empresario;Media; $ 47.144,78 ;No;No invierte
América Latina;Chile;18-25;Artista;Media; $ 70.645,34 ;Si;Bonos
NorteAmérica;Canadá;18-25;Científico;Media; $ 56.966,82 ;Si;Oro
Europa;España;56-65;Empresario;Baja; $ 16.537,28 ;Si;Bonos
Europa;España;46-55;Funcionario;Alta; $ 188.082,14 ;Si;Criptomonedas
América Latina;México;36-45;Empresario;Media; $ 72.264,93 ;No;No invierte
Europa;Alemania;66+;Artista;Alta; $ 269.909,72 ;No;No invierte
América Latina;Chile;66+;Médico;Media; $ 51.583,98 ;No;No invierte
Europa;Países Bajos;26-35;Ingeniero;Alta; $ 470.935,49 ;Si;Oro
Europa;España;66+;Artista;Alta; $ 281.322,78 ;No;No invierte
Europa;Francia;36-45;Empresario;Alta; $ 303.472,78 ;Si;Oro
Europa;Reino Unido;18-25;Científico;Baja; $ 8.095,94 ;No;No invierte
NorteAmérica;EE.UU.;46-55;Médico;Media; $ 78.047,71 ;Si;Fondos de inversiÃ³n
América Latina;México;26-35;Artista;Baja; $ 8.714,81 ;Si;Bienes Raíces
NorteAmérica;EE.UU.;18-25;Contador;Baja; $ 7.960,97 ;Si;Oro
América Latina;Argentina;26-35;Contador;Alta; $ 131.732,89 ;Si;Bienes Raíces
NorteAmérica;EE.UU.;56-65;Contador;Baja; $ 14.690,17 ;No;No invierte
Europa;España;36-45;Empresario;Media; $ 36.938,51 ;Si;Acciones
Europa;Reino Unido;56-65;Artista;Baja; $ 15.173,12 ;No;No invierte
Europa;Países Bajos;36-45;Empresario;Media; $ 38.453,73 ;Si;Bienes Raíces
América Latina;Perú;18-25;Abogado;Baja; $ 18.346,90 ;Si;Oro
América Latina;Argentina;26-35;Contador;Alta; $ 244.642,20 ;No;No invierte
Europa;Italia;36-45;Docente;Media; $ 68.458,60 ;Si;Criptomonedas
América Latina;Brasil;46-55;Docente;Media; $ 26.058,01 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;46-55;Empresario;Media; $ 61.664,03 ;No;No invierte
NorteAmérica;Canadá;26-35;Empresario;Baja; $ 13.211,07 ;No;No invierte
Europa;Alemania;66+;Desarrollador;Alta; $ 193.179,52 ;Si;Oro
América Latina;Chile;18-25;Médico;Media; $ 47.345,61 ;Si;Oro
NorteAmérica;EE.UU.;18-25;Ingeniero;Alta; $ 262.626,23 ;Si;No invierte
Europa;Países Bajos;66+;Abogado;Alta; $ 87.572,28 ;No;No invierte
América Latina;Argentina;56-65;Docente;Baja; $ 5.565,18 ;No;No invierte
NorteAmérica;EE.UU.;26-35;Abogado;Media; $ 68.683,10 ;Si;Bienes Raíces
NorteAmérica;Canadá;56-65;Contador;Media; $ 39.972,25 ;Si;Oro
NorteAmérica;Canadá;36-45;Contador;Alta; $ 256.795,37 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;18-25;Ingeniero;Media; $ 40.561,12 ;Si;Bienes Raíces
América Latina;Perú;36-45;Empresario;Alta; $ 217.288,68 ;Si;Criptomonedas
América Latina;Chile;56-65;Funcionario;Alta; $ 183.254,05 ;Si;Oro
NorteAmérica;Canadá;26-35;Docente;Alta; $ 409.823,35 ;Si;Criptomonedas
Europa;Italia;56-65;Científico;Media; $ 70.750,94 ;No;No invierte
América Latina;Brasil;18-25;Empresario;Alta; $ 354.304,63 ;Si;Acciones
América Latina;Perú;18-25;Contador;Alta; $ 154.978,37 ;No;No invierte
Europa;Francia;26-35;Ingeniero;Alta; $ 142.473,29 ;Si;Criptomonedas
Europa;Francia;26-35;Médico;Alta; $ 403.161,32 ;No;No invierte
NorteAmérica;Canadá;46-55;Científico;Alta; $ 268.064,17 ;Si;Bienes Raíces
Europa;Alemania;26-35;Funcionario;Alta; $ 237.224,39 ;Si;Fondos de inversiÃ³n
Europa;Italia;46-55;Abogado;Alta; $ 355.009,22 ;Si;Criptomonedas
América Latina;Chile;36-45;Funcionario;Alta; $ 437.860,53 ;Si;Criptomonedas
América Latina;Brasil;56-65;Médico;Baja; $ 19.565,13 ;No;No invierte
América Latina;Argentina;56-65;Empresario;Alta; $ 485.602,43 ;No;No invierte
NorteAmérica;Canadá;36-45;Docente;Media; $ 26.282,91 ;No;No invierte
NorteAmérica;EE.UU.;36-45;Artista;Media; $ 27.202,14 ;Si;Criptomonedas
América Latina;México;56-65;Médico;Baja; $ 7.194,95 ;Si;Fondos de inversiÃ³n
América Latina;Argentina;56-65;Funcionario;Media; $ 75.111,13 ;No;No invierte
América Latina;Colombia;46-55;Contador;Baja; $ 17.327,03 ;Si;Oro
América Latina;Perú;18-25;Artista;Media; $ 45.199,53 ;Si;No invierte
América Latina;Brasil;26-35;Empresario;Alta; $ 197.870,59 ;Si;Bonos
Europa;Países Bajos;18-25;Artista;Baja; $ 5.671,91 ;Si;Oro
América Latina;Argentina;36-45;Desarrollador;Alta; $ 149.414,67 ;Si;Criptomonedas
América Latina;Argentina;46-55;Abogado;Baja; $ 6.630,45 ;Si;No invierte
NorteAmérica;EE.UU.;36-45;Abogado;Baja; $ 9.261,77 ;Si;Oro
Europa;Alemania;36-45;Empresario;Media; $ 42.055,98 ;Si;Fondos de inversiÃ³n
Europa;Reino Unido;18-25;Ingeniero;Baja; $ 18.250,75 ;No;No invierte
NorteAmérica;EE.UU.;36-45;Funcionario;Media; $ 71.300,19 ;Si;Acciones
Europa;España;36-45;Funcionario;Media; $ 32.598,27 ;Si;Acciones
NorteAmérica;EE.UU.;46-55;Ingeniero;Alta; $ 350.301,63 ;No;No invierte
América Latina;Perú;36-45;Desarrollador;Baja; $ 13.284,88 ;Si;No invierte
Europa;Italia;26-35;Empresario;Alta; $ 94.770,04 ;Si;Bonos
América Latina;México;18-25;Ingeniero;Alta; $ 495.602,32 ;Si;Bonos
Europa;Reino Unido;46-55;Médico;Baja; $ 17.310,94 ;No;No invierte
Europa;España;46-55;Docente;Media; $ 52.519,69 ;Si;Acciones
América Latina;Perú;26-35;Médico;Baja; $ 10.515,84 ;Si;Criptomonedas
Europa;Alemania;56-65;Ingeniero;Media; $ 54.235,01 ;Si;No invierte
Europa;Francia;26-35;Empresario;Baja; $ 12.615,65 ;Si;No invierte
América Latina;Argentina;26-35;Abogado;Baja; $ 18.107,21 ;Si;Bienes Raíces
América Latina;Perú;18-25;Empresario;Baja; $ 6.447,31 ;Si;Criptomonedas
América Latina;México;56-65;Empresario;Baja; $ 10.964,49 ;No;No invierte
Europa;Italia;26-35;Ingeniero;Alta; $ 115.247,40 ;Si;No invierte
América Latina;Chile;36-45;Ingeniero;Baja; $ 6.235,85 ;No;No invierte
NorteAmérica;EE.UU.;26-35;Desarrollador;Alta; $ 285.661,37 ;No;No invierte
Europa;Países Bajos;36-45;Abogado;Alta; $ 233.356,88 ;No;No invierte
Europa;Países Bajos;26-35;Contador;Baja; $ 6.559,20 ;Si;Criptomonedas
América Latina;Colombia;46-55;Artista;Alta; $ 451.921,32 ;No;No invierte
Europa;España;36-45;Ingeniero;Baja; $ 5.461,25 ;Si;Acciones
América Latina;Perú;56-65;Abogado;Alta; $ 427.147,64 ;No;No invierte
Europa;Francia;66+;Funcionario;Media; $ 41.572,65 ;No;No invierte
Europa;Francia;56-65;Docente;Media; $ 79.769,41 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;26-35;Docente;Media; $ 49.790,77 ;Si;Bienes Raíces
América Latina;Colombia;26-35;Ingeniero;Alta; $ 155.980,60 ;No;No invierte
NorteAmérica;EE.UU.;46-55;Funcionario;Media; $ 59.160,67 ;Si;Oro
Europa;España;56-65;Contador;Alta; $ 408.223,59 ;Si;Acciones
NorteAmérica;EE.UU.;66+;Empresario;Media; $ 40.397,30 ;No;No invierte
América Latina;México;26-35;Funcionario;Media; $ 58.501,40 ;No;No invierte
NorteAmérica;Canadá;56-65;Funcionario;Baja; $ 8.481,38 ;Si;Fondos de inversiÃ³n
Europa;Países Bajos;66+;Docente;Alta; $ 456.960,57 ;Si;Fondos de inversiÃ³n
América Latina;Chile;66+;Artista;Media; $ 44.965,57 ;Si;Criptomonedas
Europa;Reino Unido;66+;Científico;Media; $ 21.250,44 ;Si;Criptomonedas
NorteAmérica;EE.UU.;36-45;Artista;Baja; $ 11.654,35 ;Si;Criptomonedas
Europa;España;56-65;Ingeniero;Baja; $ 9.470,61 ;Si;Oro
NorteAmérica;Canadá;26-35;Médico;Alta; $ 475.975,74 ;Si;Bonos
Europa;Países Bajos;18-25;Abogado;Media; $ 31.340,60 ;Si;Fondos de inversiÃ³n
Europa;Italia;46-55;Funcionario;Baja; $ 13.721,55 ;Si;Bienes Raíces
NorteAmérica;EE.UU.;66+;Abogado;Baja; $ 18.430,98 ;Si;Fondos de inversiÃ³n
NorteAmérica;Canadá;36-45;Contador;Media; $ 35.636,41 ;No;No invierte
NorteAmérica;EE.UU.;46-55;Desarrollador;Alta; $ 212.769,45 ;Si;Bienes Raíces
América Latina;Colombia;46-55;Docente;Baja; $ 14.954,26 ;No;No invierte
NorteAmérica;Canadá;18-25;Científico;Media; $ 79.352,06 ;Si;No invierte
NorteAmérica;Canadá;26-35;Contador;Media; $ 56.372,73 ;Si;No invierte
Europa;Países Bajos;46-55;Abogado;Baja; $ 16.021,45 ;Si;Bienes Raíces
América Latina;Argentina;26-35;Abogado;Alta; $ 337.898,96 ;Si;Bienes Raíces
América Latina;Argentina;66+;Desarrollador;Baja; $ 9.621,74 ;Si;Fondos de inversiÃ³n
Europa;Países Bajos;46-55;Científico;Baja; $ 17.525,34 ;Si;Acciones
NorteAmérica;Canadá;36-45;Artista;Baja; $ 16.054,96 ;Si;Oro
Europa;Italia;56-65;Artista;Baja; $ 6.365,15 ;Si;No invierte
Europa;Francia;18-25;Desarrollador;Baja; $ 14.536,13 ;Si;Criptomonedas
Europa;Italia;46-55;Artista;Baja; $ 10.277,36 ;No;No invierte
NorteAmérica;Canadá;36-45;Ingeniero;Alta; $ 102.352,15 ;No;No invierte
NorteAmérica;Canadá;46-55;Científico;Media; $ 42.726,58 ;No;No invierte
Europa;Italia;46-55;Docente;Media; $ 79.104,21 ;Si;Bonos
Europa;España;66+;Funcionario;Media; $ 20.753,66 ;No;No invierte
Europa;España;26-35;Contador;Media; $ 48.591,05 ;Si;Bonos
NorteAmérica;EE.UU.;56-65;Artista;Baja; $ 5.618,96 ;Si;Oro
NorteAmérica;Canadá;46-55;Científico;Media; $ 74.056,94 ;Si;Bienes Raíces
NorteAmérica;Canadá;18-25;Científico;Alta; $ 268.164,88 ;Si;No invierte
Europa;Reino Unido;26-35;Abogado;Alta; $ 313.203,26 ;Si;Criptomonedas
NorteAmérica;Canadá;18-25;Artista;Baja; $ 5.639,32 ;Si;Oro
Europa;España;26-35;Empresario;Alta; $ 496.113,72 ;No;No invierte
Europa;Reino Unido;66+;Funcionario;Alta; $ 248.702,57 ;No;No invierte
América Latina;Argentina;26-35;Funcionario;Media; $ 37.618,34 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;36-45;Médico;Alta; $ 195.341,37 ;Si;No invierte
Europa;Italia;26-35;Desarrollador;Media; $ 61.068,00 ;Si;Oro
América Latina;Perú;36-45;Docente;Alta; $ 318.485,77 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;26-35;Ingeniero;Alta; $ 213.637,96 ;Si;Fondos de inversiÃ³n
NorteAmérica;Canadá;26-35;Desarrollador;Baja; $ 15.321,17 ;Si;Oro
Europa;Reino Unido;36-45;Funcionario;Baja; $ 16.538,25 ;Si;Fondos de inversiÃ³n
Europa;Países Bajos;46-55;Abogado;Media; $ 61.149,53 ;No;No invierte
NorteAmérica;Canadá;66+;Empresario;Media; $ 38.591,00 ;No;No invierte
América Latina;Perú;36-45;Desarrollador;Media; $ 77.499,11 ;Si;Acciones
América Latina;Colombia;36-45;Docente;Alta; $ 465.406,62 ;Si;No invierte
América Latina;Argentina;56-65;Artista;Baja; $ 7.731,44 ;Si;Bonos
América Latina;Chile;56-65;Abogado;Media; $ 41.779,61 ;Si;No invierte
NorteAmérica;EE.UU.;18-25;Desarrollador;Baja; $ 15.803,45 ;No;No invierte
Europa;Alemania;26-35;Médico;Alta; $ 488.515,42 ;No;No invierte
América Latina;Brasil;26-35;Empresario;Baja; $ 10.998,45 ;Si;Bonos
América Latina;Argentina;36-45;Docente;Alta; $ 181.485,87 ;Si;Bonos
América Latina;Brasil;66+;Artista;Media; $ 36.097,83 ;Si;Oro
América Latina;México;18-25;Funcionario;Alta; $ 147.235,55 ;No;No invierte
Europa;España;46-55;Docente;Baja; $ 13.678,52 ;Si;No invierte
Europa;Países Bajos;36-45;Funcionario;Media; $ 30.820,83 ;No;No invierte
Europa;Alemania;18-25;Contador;Baja; $ 6.604,86 ;No;No invierte
NorteAmérica;EE.UU.;18-25;Científico;Baja; $ 15.896,38 ;Si;Criptomonedas
América Latina;Argentina;36-45;Desarrollador;Alta; $ 288.112,19 ;No;No invierte
América Latina;Colombia;26-35;Médico;Media; $ 33.564,96 ;Si;Oro
NorteAmérica;EE.UU.;26-35;Científico;Baja; $ 11.463,73 ;Si;Criptomonedas
América Latina;Perú;46-55;Contador;Baja; $ 14.583,02 ;No;No invierte
Europa;Países Bajos;26-35;Médico;Baja; $ 16.290,83 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;36-45;Abogado;Alta; $ 499.261,65 ;Si;Bienes Raíces
NorteAmérica;EE.UU.;18-25;Funcionario;Baja; $ 6.007,47 ;Si;Oro
América Latina;Chile;46-55;Contador;Baja; $ 13.394,56 ;No;No invierte
NorteAmérica;EE.UU.;56-65;Empresario;Media; $ 20.676,90 ;Si;Oro
NorteAmérica;Canadá;36-45;Funcionario;Media; $ 44.463,17 ;Si;Criptomonedas
América Latina;Chile;18-25;Empresario;Alta; $ 149.231,68 ;Si;Acciones
Europa;Países Bajos;36-45;Desarrollador;Alta; $ 152.491,08 ;Si;Criptomonedas
América Latina;Colombia;18-25;Desarrollador;Alta; $ 204.862,26 ;Si;Bonos
América Latina;Argentina;36-45;Funcionario;Media; $ 64.989,27 ;No;No invierte
América Latina;Colombia;46-55;Contador;Alta; $ 219.906,39 ;Si;No invierte
NorteAmérica;EE.UU.;46-55;Empresario;Media; $ 65.571,46 ;No;No invierte
América Latina;Chile;26-35;Docente;Alta; $ 357.497,11 ;Si;No invierte
América Latina;México;26-35;Ingeniero;Media; $ 28.684,04 ;Si;No invierte
Europa;Italia;18-25;Ingeniero;Alta; $ 332.910,91 ;No;No invierte
NorteAmérica;Canadá;18-25;Desarrollador;Baja; $ 14.939,14 ;No;No invierte
América Latina;México;56-65;Artista;Media; $ 27.312,10 ;No;No invierte
NorteAmérica;Canadá;18-25;Funcionario;Baja; $ 8.857,57 ;Si;No invierte
NorteAmérica;EE.UU.;26-35;Funcionario;Baja; $ 9.260,31 ;Si;Fondos de inversiÃ³n
América Latina;Argentina;56-65;Empresario;Alta; $ 229.290,48 ;Si;Fondos de inversiÃ³n
Europa;España;36-45;Ingeniero;Media; $ 59.075,33 ;Si;Fondos de inversiÃ³n
Europa;Francia;36-45;Desarrollador;Baja; $ 19.129,94 ;Si;Fondos de inversiÃ³n
Europa;Países Bajos;36-45;Médico;Media; $ 45.765,80 ;Si;Oro
Europa;Reino Unido;36-45;Médico;Alta; $ 353.559,15 ;No;No invierte
NorteAmérica;EE.UU.;36-45;Científico;Baja; $ 6.196,27 ;Si;Fondos de inversiÃ³n
NorteAmérica;Canadá;56-65;Funcionario;Baja; $ 12.246,41 ;Si;Acciones
América Latina;Perú;66+;Desarrollador;Media; $ 20.968,02 ;Si;Oro
Europa;Países Bajos;36-45;Docente;Media; $ 51.330,60 ;Si;No invierte
América Latina;Chile;36-45;Desarrollador;Baja; $ 7.496,41 ;No;No invierte
NorteAmérica;Canadá;46-55;Científico;Baja; $ 8.248,85 ;Si;Acciones
NorteAmérica;Canadá;46-55;Desarrollador;Alta; $ 173.216,55 ;Si;Criptomonedas
América Latina;Colombia;56-65;Abogado;Media; $ 50.857,30 ;Si;Criptomonedas
Europa;Francia;46-55;Desarrollador;Alta; $ 163.738,59 ;No;No invierte
NorteAmérica;EE.UU.;26-35;Funcionario;Alta; $ 231.927,02 ;Si;No invierte
Europa;Alemania;46-55;Artista;Alta; $ 288.322,93 ;Si;Fondos de inversiÃ³n
Europa;Países Bajos;46-55;Ingeniero;Baja; $ 17.080,75 ;Si;Oro
América Latina;México;18-25;Artista;Baja; $ 9.295,60 ;Si;Acciones
América Latina;Colombia;46-55;Ingeniero;Baja; $ 14.623,46 ;Si;No invierte
NorteAmérica;EE.UU.;26-35;Empresario;Alta; $ 454.453,45 ;No;No invierte
NorteAmérica;Canadá;18-25;Médico;Baja; $ 13.825,91 ;Si;Bonos
NorteAmérica;EE.UU.;18-25;Empresario;Media; $ 23.756,28 ;Si;Bonos
Europa;Francia;36-45;Docente;Baja; $ 9.104,56 ;Si;Criptomonedas
América Latina;Colombia;56-65;Científico;Alta; $ 326.709,21 ;No;No invierte
NorteAmérica;EE.UU.;46-55;Desarrollador;Baja; $ 17.599,15 ;No;No invierte
NorteAmérica;Canadá;26-35;Científico;Alta; $ 269.125,02 ;Si;Acciones
NorteAmérica;Canadá;56-65;Docente;Baja; $ 16.201,61 ;Si;No invierte
NorteAmérica;Canadá;56-65;Funcionario;Alta; $ 195.859,84 ;Si;Bonos
América Latina;Colombia;36-45;Empresario;Baja; $ 15.368,55 ;No;No invierte
NorteAmérica;EE.UU.;18-25;Científico;Baja; $ 5.744,99 ;Si;Oro
NorteAmérica;Canadá;26-35;Científico;Baja; $ 19.878,38 ;Si;Oro
América Latina;Colombia;56-65;Abogado;Media; $ 34.707,94 ;No;No invierte
América Latina;Argentina;66+;Científico;Media; $ 74.962,07 ;Si;No invierte
NorteAmérica;Canadá;18-25;Contador;Baja; $ 16.805,74 ;Si;Bonos
NorteAmérica;EE.UU.;36-45;Médico;Media; $ 74.615,02 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;26-35;Empresario;Baja; $ 19.390,61 ;Si;No invierte
América Latina;Perú;66+;Abogado;Media; $ 51.712,36 ;No;No invierte
